Metal ion,Ligand,Formula,Ligand class,Equilibrium,Temperature (C),Ionic strength,Value type,Value,Note,SMILES,max_eq_num,AcidCount,AmineCount,PhenolCount,PyridineCount,MonoPhosphateCount,ImidazoleNHCount,CyclicAmineCount,Ligand_class_id,molecular_weight,HBD,HBA,logP,TPSA
H⁺,Aminopropanedioic acid (Aminomalonic acid),C3H5N1O4,Amino Acids,[HL]/[L][H],25,0.1,Log K,9.22,,NC(C(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,119.076,3,3,-1.5171,100.62
H⁺,Aminopropanedioic acid (Aminomalonic acid),C3H5N1O4,Amino Acids,[HL]/[L][H],20,0.0,Log K,9.83,,NC(C(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,119.076,3,3,-1.5171,100.62
H⁺,Aminopropanedioic acid (Aminomalonic acid),C3H5N1O4,Amino Acids,[H₂L]/[HL][H],25,0.1,Log K,2.94,,NC(C(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,119.076,3,3,-1.5171,100.62
H⁺,Aminopropanedioic acid (Aminomalonic acid),C3H5N1O4,Amino Acids,[H₂L]/[HL][H],20,0.0,Log K,3.32,,NC(C(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,119.076,3,3,-1.5171,100.62
H⁺,Aminopropanedioic acid (Aminomalonic acid),C3H5N1O4,Amino Acids,[H₃L]/[H₂L][H],25,0.1,Log K,1.8,,NC(C(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,119.076,3,3,-1.5171,100.62
H⁺,L-Aminobutanedioic acid (Aspartic acid),C4H7N1O4,Amino Acids,[HL]/[L][H],25,0.1,Log K,9.66,,N[C@@H](CC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,133.103,3,3,-1.127,100.62
H⁺,L-Aminobutanedioic acid (Aspartic acid),C4H7N1O4,Amino Acids,[HL]/[L][H],37,0.15,Log K,9.33,,N[C@@H](CC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,133.103,3,3,-1.127,100.62
H⁺,L-Aminobutanedioic acid (Aspartic acid),C4H7N1O4,Amino Acids,[HL]/[L][H],25,0.5,Log K,9.58,,N[C@@H](CC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,133.103,3,3,-1.127,100.62
H⁺,L-Aminobutanedioic acid (Aspartic acid),C4H7N1O4,Amino Acids,[HL]/[L][H],25,1.0,Log K,9.61,,N[C@@H](CC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,133.103,3,3,-1.127,100.62
H⁺,L-Aminobutanedioic acid (Aspartic acid),C4H7N1O4,Amino Acids,[HL]/[L][H],25,2.0,Log K,9.76,NaClO₄ used as background electrolyte.,N[C@@H](CC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,133.103,3,3,-1.127,100.62
H⁺,L-Aminobutanedioic acid (Aspartic acid),C4H7N1O4,Amino Acids,[HL]/[L][H],25,3.0,Log K,10.01,NaClO₄ used as background electrolyte.,N[C@@H](CC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,133.103,3,3,-1.127,100.62
H⁺,L-Aminobutanedioic acid (Aspartic acid),C4H7N1O4,Amino Acids,[HL]/[L][H],25,0.0,Log K,10.002,,N[C@@H](CC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,133.103,3,3,-1.127,100.62
H⁺,L-Aminobutanedioic acid (Aspartic acid),C4H7N1O4,Amino Acids,[H₂L]/[HL][H],25,0.1,Log K,3.71,,N[C@@H](CC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,133.103,3,3,-1.127,100.62
H⁺,L-Aminobutanedioic acid (Aspartic acid),C4H7N1O4,Amino Acids,[H₂L]/[HL][H],37,0.15,Log K,3.64,,N[C@@H](CC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,133.103,3,3,-1.127,100.62
H⁺,L-Aminobutanedioic acid (Aspartic acid),C4H7N1O4,Amino Acids,[H₂L]/[HL][H],25,0.5,Log K,3.68,,N[C@@H](CC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,133.103,3,3,-1.127,100.62
H⁺,L-Aminobutanedioic acid (Aspartic acid),C4H7N1O4,Amino Acids,[H₂L]/[HL][H],25,1.0,Log K,3.73,,N[C@@H](CC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,133.103,3,3,-1.127,100.62
H⁺,L-Aminobutanedioic acid (Aspartic acid),C4H7N1O4,Amino Acids,[H₂L]/[HL][H],25,2.0,Log K,3.87,NaClO₄ used as background electrolyte.,N[C@@H](CC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,133.103,3,3,-1.127,100.62
H⁺,L-Aminobutanedioic acid (Aspartic acid),C4H7N1O4,Amino Acids,[H₂L]/[HL][H],25,3.0,Log K,4.07,NaClO₄ used as background electrolyte.,N[C@@H](CC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,133.103,3,3,-1.127,100.62
H⁺,L-Aminobutanedioic acid (Aspartic acid),C4H7N1O4,Amino Acids,[H₂L]/[HL][H],25,0.0,Log K,3.9,,N[C@@H](CC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,133.103,3,3,-1.127,100.62
H⁺,L-Aminobutanedioic acid (Aspartic acid),C4H7N1O4,Amino Acids,[H₃L]/[H₂L][H],25,0.1,Log K,1.95,,N[C@@H](CC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,133.103,3,3,-1.127,100.62
H⁺,L-Aminobutanedioic acid (Aspartic acid),C4H7N1O4,Amino Acids,[H₃L]/[H₂L][H],37,0.15,Log K,1.94,,N[C@@H](CC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,133.103,3,3,-1.127,100.62
H⁺,L-Aminobutanedioic acid (Aspartic acid),C4H7N1O4,Amino Acids,[H₃L]/[H₂L][H],25,0.5,Log K,1.98,,N[C@@H](CC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,133.103,3,3,-1.127,100.62
H⁺,L-Aminobutanedioic acid (Aspartic acid),C4H7N1O4,Amino Acids,[H₃L]/[H₂L][H],25,1.0,Log K,2.0,,N[C@@H](CC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,133.103,3,3,-1.127,100.62
H⁺,L-Aminobutanedioic acid (Aspartic acid),C4H7N1O4,Amino Acids,[H₃L]/[H₂L][H],25,2.0,Log K,2.14,NaClO₄ used as background electrolyte.,N[C@@H](CC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,133.103,3,3,-1.127,100.62
H⁺,L-Aminobutanedioic acid (Aspartic acid),C4H7N1O4,Amino Acids,[H₃L]/[H₂L][H],25,3.0,Log K,2.35,NaClO₄ used as background electrolyte.,N[C@@H](CC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,133.103,3,3,-1.127,100.62
H⁺,L-Aminobutanedioic acid (Aspartic acid),C4H7N1O4,Amino Acids,[H₃L]/[H₂L][H],25,0.0,Log K,1.99,,N[C@@H](CC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,133.103,3,3,-1.127,100.62
H⁺,DL-2-Amino-3-methylbutanedioic acid (3-Methylaspartic acid),C5H9N1O4,Amino Acids,[HL]/[L][H],25,0.5,Log K,9.48,,CC([C@H](N)C(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,147.13,3,3,-0.881,100.62
H⁺,DL-2-Amino-3-methylbutanedioic acid (3-Methylaspartic acid),C5H9N1O4,Amino Acids,[H₂L]/[HL][H],25,0.5,Log K,3.59,,CC([C@H](N)C(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,147.13,3,3,-0.881,100.62
H⁺,DL-2-Amino-3-methylbutanedioic acid (3-Methylaspartic acid),C5H9N1O4,Amino Acids,[H₃L]/[H₂L][H],25,0.5,Log K,1.99,,CC([C@H](N)C(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,147.13,3,3,-0.881,100.62
H⁺,L-2-Aminopentanedioic acid (Glutamic acid),C5H9N1O4,Amino Acids,[HL]/[L][H],25,0.1,Log K,9.58,,N[C@@H](CCC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,147.13,3,3,-0.7369,100.62
H⁺,L-2-Aminopentanedioic acid (Glutamic acid),C5H9N1O4,Amino Acids,[HL]/[L][H],37,0.15,Log K,9.23,,N[C@@H](CCC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,147.13,3,3,-0.7369,100.62
H⁺,L-2-Aminopentanedioic acid (Glutamic acid),C5H9N1O4,Amino Acids,[HL]/[L][H],25,0.5,Log K,9.49,,N[C@@H](CCC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,147.13,3,3,-0.7369,100.62
H⁺,L-2-Aminopentanedioic acid (Glutamic acid),C5H9N1O4,Amino Acids,[HL]/[L][H],25,1.0,Log K,9.46,,N[C@@H](CCC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,147.13,3,3,-0.7369,100.62
H⁺,L-2-Aminopentanedioic acid (Glutamic acid),C5H9N1O4,Amino Acids,[HL]/[L][H],25,2.0,Log K,9.67,NaNO₃ used as background electrolyte.,N[C@@H](CCC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,147.13,3,3,-0.7369,100.62
H⁺,L-2-Aminopentanedioic acid (Glutamic acid),C5H9N1O4,Amino Acids,[HL]/[L][H],25,3.0,Log K,9.89,NaClO₄ used as background electrolyte.,N[C@@H](CCC(O)=O)C(O)=O,3,2,1,0,0,0,0,0,0,147.13,3,3,-0.7369,100.62
